1,16,25,0,1
2,23,24,0,1
3,21,24,0,1
4,23,24,0,1
5,24,19,1,0
6,24,18,1,0
7,24,21,1,0
8,17,24,0,1
9,23,24,0,1
10,24,21,1,0
11,24,21,1,0
12,19,25,0,1
13,24,21,1,0
14,23,24,0,1
15,17,24,0,1
16,17,24,0,1
17,22,25,0,1
18,20,24,0,1
19,24,22,1,0
20,23,24,0,1
21,24,18,1,0
22,24,21,1,0
23,24,21,1,0
24,23,24,0,1
25,14,24,0,1
26,24,21,1,0
27,14,24,0,1
28,24,18,1,0
29,17,24,0,1
30,24,24,0,1
32,23,26,0,1
33,23,24,0,1
34,24,21,1,0
35,24,19,1,0
36,23,24,0,1
37,17,24,0,1
38,24,21,1,0
39,24,18,1,0
40,24,21,1,0
41,20,24,0,1
42,16,25,0,1
43,17,24,0,1
44,18,24,0,1
45,20,24,0,1
46,20,24,0,1
47,14,24,0,1
48,24,18,1,0
49,23,24,0,1
50,25,23,1,0
31,23,24,0,1
