1,20,26,0,1
2,20,24,0,1
3,24,23,1,0
4,24,23,1,0
5,26,23,1,0
6,24,16,1,0
7,19,24,0,1
8,17,24,0,1
9,19,24,0,1
10,24,17,1,0
11,24,21,1,0
12,24,20,1,0
13,24,21,1,0
14,16,24,0,1
15,16,25,0,1
16,17,24,0,1
17,19,24,0,1
18,21,24,0,1
19,20,24,0,1
20,24,18,1,0
21,24,21,1,0
22,22,24,0,1
23,22,24,0,1
24,24,14,1,0
25,13,24,0,1
26,24,14,1,0
27,17,24,0,1
28,24,18,1,0
29,16,24,0,1
30,24,20,1,0
31,24,18,1,0
32,19,24,0,1
33,22,24,0,1
34,24,18,1,0
35,24,23,1,0
36,17,24,0,1
37,17,24,0,1
38,24,23,1,0
39,24,20,1,0
40,29,20,1,0
41,21,24,0,1
42,15,24,0,1
43,14,24,0,1
44,24,19,1,0
45,20,24,0,1
46,22,24,0,1
47,17,25,0,1
48,24,24,0,049,20,24,0,1
50,24,17,1,0
