1,9,26,0,1
2,24,22,1,0
3,9,24,0,1
4,21,24,0,1
5,17,24,0,1
6,21,24,0,1
7,23,24,0,1
8,9,24,0,1
9,17,24,0,1
10,19,24,0,1
11,24,17,1,0
12,15,24,0,1
13,15,24,0,1
14,8,24,0,1
15,18,24,0,1
16,12,24,0,1
17,10,24,0,1
18,5,24,0,1
19,24,21,1,0
20,24,13,1,0
21,16,25,0,1
22,23,24,0,1
23,24,21,1,0
24,16,24,0,1
25,3,24,0,1
26,16,24,0,1
27,14,24,0,1
28,20,24,0,1
29,19,24,0,1
30,21,24,0,1
31,24,18,1,0
32,19,24,0,1
33,24,23,1,0
34,22,24,0,1
35,24,19,1,0
36,15,24,0,1
37,6,24,0,1
38,14,24,0,1
39,11,25,0,1
40,23,24,0,1
41,14,24,0,1
42,10,24,0,1
43,17,24,0,1
44,23,26,0,1
45,21,24,0,1
46,17,24,0,1
47,21,24,0,1
48,24,22,1,0
49,11,24,0,1
50,24,17,1,0
51,14,24,0,1
52,24,20,1,0
53,19,24,0,1
54,11,24,0,1
55,14,25,0,1
56,14,24,0,1
57,19,24,0,1
58,15,24,0,1
59,17,24,0,1
60,22,24,0,1
61,12,24,0,1
62,10,25,0,1
63,15,24,0,1
64,14,24,0,1
65,24,23,1,0
66,18,24,0,1
67,24,20,1,0
68,12,24,0,1
69,14,24,0,1
70,12,24,0,1
71,24,17,1,0
72,18,24,0,1
73,12,24,0,1
74,24,22,1,0
75,19,24,0,1
76,23,24,0,1
77,13,24,0,1
78,19,25,0,1
79,24,17,1,0
80,23,24,0,1
81,24,24,0,082,11,24,0,1
83,11,24,0,1
84,10,24,0,1
85,24,23,1,0
86,25,23,1,0
87,18,24,0,1
88,20,24,0,1
89,13,24,0,1
90,23,24,0,1
91,16,24,0,1
92,15,24,0,1
93,17,24,0,1
94,3,24,0,1
95,17,25,0,1
96,22,24,0,1
97,24,14,1,0
98,24,20,1,0
99,24,18,1,0
100,24,17,1,0
