1,11,26,0,1
2,25,17,1,0
3,17,24,0,1
4,24,20,1,0
5,23,25,0,1
6,24,20,1,0
7,17,24,0,1
8,9,24,0,1
9,10,26,0,1
10,24,19,1,0
11,24,18,1,0
12,13,24,0,1
13,21,24,0,1
14,10,24,0,1
15,16,25,0,1
16,18,24,0,1
17,8,24,0,1
18,5,26,0,1
19,24,18,1,0
20,15,24,0,1
21,24,22,1,0
22,24,17,1,0
23,24,19,1,0
24,13,24,0,1
25,7,24,0,1
26,24,21,1,0
27,15,24,0,1
28,26,14,1,0
29,6,24,0,1
30,24,16,1,0
31,26,16,1,0
32,18,25,0,1
33,23,24,0,1
34,22,24,0,1
35,24,15,1,0
36,12,24,0,1
37,10,24,0,1
38,18,24,0,1
39,11,24,0,1
40,24,22,1,0
41,15,24,0,1
42,7,25,0,1
43,18,24,0,1
44,24,21,1,0
45,15,24,0,1
46,20,24,0,1
47,14,24,0,1
48,24,12,1,0
49,9,24,0,1
50,24,16,1,0
