1,19,26,0,1
2,22,24,0,1
3,20,25,0,1
4,25,17,1,0
5,25,19,1,0
6,26,14,1,0
7,15,24,0,1
8,11,24,0,1
9,11,24,0,1
10,24,8,1,0
11,24,14,1,0
12,19,26,0,1
13,24,20,1,0
14,23,24,0,1
15,14,24,0,1
16,14,24,0,1
17,15,24,0,1
18,18,24,0,1
19,25,22,1,0
20,13,24,0,1
21,24,20,1,0
22,24,22,1,0
23,24,19,1,0
24,24,18,1,0
25,16,24,0,1
26,24,18,1,0
27,14,24,0,1
28,24,15,1,0
29,20,24,0,1
30,20,24,0,1
31,24,21,1,0
32,16,24,0,1
33,24,19,1,0
34,10,24,0,1
35,24,17,1,0
36,23,24,0,1
37,18,24,0,1
38,21,24,0,1
39,19,24,0,1
40,24,18,1,0
41,9,24,0,1
42,14,24,0,1
43,22,24,0,1
44,24,9,1,0
45,25,23,1,0
46,23,24,0,1
47,20,24,0,1
48,24,13,1,0
49,18,24,0,1
50,25,13,1,0
